marginal_price,ordinary_base,ordinary_quote,inventory_ratio,active_liquidity
1.068,157.64124964522932,223.4408546211052,1.417400934869252,1000.0
1.0699999999999998,156.73648904566355,224.40804327886008,1.431753669137511,1000.0
1.072,155.83426160781968,225.3743284435828,1.4462437599940066,1000.0
1.074,154.93455553308104,226.33971264252938,1.4608730238633059,1000.0
1.076,154.0373590996237,227.30419839119526,1.4756433096479291,1000.0
1.0779999999999998,153.14266066177433,228.26778819339285,1.4905564994560028,1000.0
1.08,152.25044864937612,229.23048454132652,1.5056145093485465,1000.0
1.082,151.36071156716028,230.19228991566752,1.5208192901070556,1000.0
1.084,150.4734379941231,231.15320678562978,1.5361728280220308,1000.0
1.086,149.58861658291158,232.1132376090423,1.5516771457030643,1000.0
1.088,148.7062360592129,233.07238483242395,1.5673343029112616,1000.0
1.0899999999999999,147.82628522115152,234.0306508910549,1.583146397414639,1000.0
1.092,146.94875293869086,234.98803820905064,1.5991155658673133,1000.0
1.094,146.0736281530443,235.94454919943058,1.6152439847131523,1000.0
1.096,145.20089987608768,236.90018626419206,1.631533871114843,1000.0
1.0979999999999999,144.33055718978042,237.85495179437874,1.6479874839090587,1000.0
1.1,143.46258924559223,238.80884817015166,1.6646071245886764,1000.0
1.1019999999999999,142.59698526393552,239.76187776085663,1.6813951383128944,1000.0
1.104,141.7337345336012,240.71404292509587,1.6983539149462625,1000.0
1.106,140.8728264112048,241.66534601079258,1.7154858901274297,1000.0
1.108,140.0142503206329,242.61578935526148,1.7327935463688222,1000.0
1.1080332309972298,140.00000428687503,242.63157419736845,1.7330826197704274,1000.0
1.1080332509972297,139.99999764221883,242.63158155986838,1.7330827546149876,550.0
1.1099999999999999,139.53689766387447,243.1451669332164,1.742515212850154,550.0
1.112,139.06722874498107,243.66696889073484,1.7521523301335562,550.0
1.1139999999999999,138.59882521201578,244.1883018125012,1.7618352928963454,550.0
1.116,138.1316813931427,244.70916696106315,1.7715643832973083,550.0
1.1179999999999999,137.66579165205485,245.22956559331314,1.7813398858964304,550.0
1.12,137.2011503876874,245.74949896052576,1.7911620876801309,550.0
1.1219999999999999,136.7377520339357,246.26896830839166,1.8010312780867745,550.0
1.124,136.27559105937465,246.787974877053,1.8109477490325365,550.0
1.126,135.814661966982,247.30651990113734,1.8209117949375762,550.0
1.1280000000000001,135.35495929386275,247.8246046097929,1.8309237127525755,550.0
1.13,134.89647761097856,248.34223022672143,1.8409838019855758,550.0
1.1320000000000001,134.43921152287717,248.85939797021285,1.8510923647292077,550.0
1.134,133.98315566742681,249.37610905317777,1.861249705688225,550.0
1.1360000000000001,133.52830471555106,249.89236468318185,1.8714561322074414,550.0
1.138,133.07465337096824,250.40816606247762,1.8817119542999843,550.0
1.1400000000000001,132.6221963699317,250.92351438803792,1.892017484675949,550.0
1.142,132.17092848097377,251.4384108515879,1.9023730387714033,550.0
1.1440000000000001,131.72084450465138,251.95285663963716,1.9127789347777837,550.0
1.146,131.2719392732949,252.46685293351175,1.923235493671662,550.0
1.1480000000000001,130.8242076507582,252.98040090938628,1.9337430392449244,550.0
1.15,130.37764453217258,253.4935017383143,1.9443018981353133,550.0
1.1520000000000001,129.9322448437018,254.00615658626032,1.9549123998573996,550.0
1.154,129.48800354230033,254.5183666141303,1.965574876833944,550.0
1.1560000000000001,129.04491561547306,255.0301329778028,1.9762896644276897,550.0
1.158,128.6029760810386,255.5414568281584,1.9870571009735425,550.0
1.1600000000000001,128.16217998689257,256.0523393111113,1.997877527811234,550.0
1.162,127.72252241077638,256.5627815676378,2.0087512893183415,550.0
1.1640000000000001,127.28399846004447,257.0727847338076,2.019678732943835,550.0
1.166,126.84660327143737,257.58234994081164,2.0306602092419817,550.0
1.168,126.4103320108537,258.09147831499274,2.0416960719067867,550.0
1.17,125.97517987312678,258.600170977874,2.0527866778068318,550.0
1.1720000000000002,125.54114208180184,259.1084290461876,2.0639323870206163,550.0
1.174,125.10821388891625,259.6162536319035,2.0751335628723555,550.0
1.1760000000000002,124.67639057478074,260.12364584225804,2.0863905719682845,550.0
1.178,124.24566744776396,260.6306067797818,2.0977037842334223,550.0
1.1800000000000002,123.81603984407782,261.1371375423277,2.1090735729488608,550.0
1.182,123.38750312756594,261.64323922309865,2.120500314789538,550.0
1.1840000000000002,122.96005268949281,262.14891291067534,2.13198438986255,550.0
1.186,122.53368394833657,262.654159689043,2.1435261817459508,550.0
1.188,122.10839234958193,263.15898063761915,2.1551260775281196,550.0
1.19,121.6841733655162,263.6633768312801,2.166784467847641,550.0
1.1920000000000002,121.26102249502674,264.16734934038783,2.1785017469337444,550.0
1.194,120.83893526340063,264.67089923081613,2.190278312647289,550.0
1.1960000000000002,120.41790722212534,265.1740275639777,2.2021145665223383,550.0
1.198,119.99793394869248,265.6767353968494,2.2140109138082726,550.0
1.2,119.5790110464023,266.17902378199847,2.2259677635125152,550.0
1.202,119.1611341441704,266.6808937676086,2.237985528443841,550.0
1.2040000000000002,118.74429889633625,267.18234639750483,2.250064625256283,550.0
1.206,118.32850098247363,267.683382711179,2.262205474493649,550.0
1.208,117.91373610720177,268.18400374381565,2.274408500634693,550.0
1.21,117.5,268.68421052631584,2.286674132138858,550.0
1.212,117.08728841502229,269.18400408532267,2.299002801492723,550.0
1.214,116.67559713091443,269.6833854432458,2.311394945257069,550.0
1.2160000000000002,116.26492195063301,270.18235561828556,2.3238510041146125,550.0
1.218,115.85525870126554,270.68091562445716,2.336371422918418,550.0
